Meter Reading (MR) Doc. No.,HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,FORENAME,SURNAME,STREET,STREETNO,POST_CODE1,CITY1,CITY2,EMAIL
ufvi+LtJJiAJIhcCymrbBSJMjrfAEKNMyMtwphe,DOVJvGgRlnzGROTJUDcYYmyYtMEehpoYXAjRTVC,UTImExUCrUSmdsJQsTMPqThqvvJZTQowesYUUGS,XTGgvlPaE+XNjeZ+TQWhOPAWXytTKDkmrCnUXGU,uRkXMJVjWjZOQYsJaXYGcsrUtVnUZNQTDzXPUXH,1,MANDATORY_READING,Dr.,Sabine,Schneider,Marktplatz,,58553,Halver,Halver,
zvRzUtUGRyhG/aSTSQvcRhqZSZVYQXDkZhZOiqB,DOVJvGgRlnzGROTJUDcYYmyYtMEehpoYXAjRTVC,UTImExUCrUSmdsJQsTMPqThqvvJZTQowesYUUGS,XTGgvlPaE+XNjeZ+TQWhOPAWXytTKDkmrCnUXGU,uRkXMJVjWjZOQYsJaXYGcsrUtVnUZNQTDzXPUXH,1,MANDATORY_READING,Dr.,Sabine,Schneider,Marktplatz,,58553,Halver,Halver,
Iqq/JRCPjGxznYXGWJKyTCFWVUmjYCbSrtrmTAn,JndJiurnA+BxgYQTYSROUfvkzLKZWOPlfIWcNXa,oBcYXA/RwVmWnmTpITCWjjPFg+/MiQXXEyLXfAL,VRgOdwYg/CdwGxqVizUXZGCWVdMUlBMhIzSlKeC,oVJQghaTfUVrwNpu/FfjohopVfvNWgSWRsrLKlT,13,MANDATORY_READING,Prof.,Peter,Wagner,Hauptstraße,1,58507,Lüdenscheid,Lüdenscheid/Stadtwerke,peter.wagner@example.com
LZRYjMWbMWSWXikUgkAoEASCbkVTUatZhSVtaSS,JndJiurnA+BxgYQTYSROUfvkzLKZWOPlfIWcNXa,oBcYXA/RwVmWnmTpITCWjjPFg+/MiQXXEyLXfAL,VRgOdwYg/CdwGxqVizUXZGCWVdMUlBMhIzSlKeC,oVJQghaTfUVrwNpu/FfjohopVfvNWgSWRsrLKlT,13,MANDATORY_READING,Prof.,Peter,Wagner,Hauptstraße,1,58507,Lüdenscheid,Lüdenscheid/Stadtwerke,peter.wagner@example.com
QLsXzURVSXeMlUexYVXZPnOtYKDQVybVxZeRMtQ,JndJiurnA+BxgYQTYSROUfvkzLKZWOPlfIWcNXa,oBcYXA/RwVmWnmTpITCWjjPFg+/MiQXXEyLXfAL,VRgOdwYg/CdwGxqVizUXZGCWVdMUlBMhIzSlKeC,oVJQghaTfUVrwNpu/FfjohopVfvNWgSWRsrLKlT,13,MANDATORY_READING,Prof.,Peter,Wagner,Hauptstraße,1,58507,Lüdenscheid,Lüdenscheid/Stadtwerke,peter.wagner@example.com
VjfwXztajXmXYjQRRwuOSMSRRhKjhyjIcvnfPQd,JndJiurnA+BxgYQTYSROUfvkzLKZWOPlfIWcNXa,oBcYXA/RwVmWnmTpITCWjjPFg+/MiQXXEyLXfAL,VRgOdwYg/CdwGxqVizUXZGCWVdMUlBMhIzSlKeC,oVJQghaTfUVrwNpu/FfjohopVfvNWgSWRsrLKlT,13,MANDATORY_READING,Prof.,Peter,Wagner,Hauptstraße,1,58507,Lüdenscheid,Lüdenscheid/Stadtwerke,peter.wagner@example.com
VyRItYKLSDMkiemarbqAHaMQYpDIgwWYaNBpcyB,JndJiurnA+BxgYQTYSROUfvkzLKZWOPlfIWcNXa,oBcYXA/RwVmWnmTpITCWjjPFg+/MiQXXEyLXfAL,VRgOdwYg/CdwGxqVizUXZGCWVdMUlBMhIzSlKeC,oVJQghaTfUVrwNpu/FfjohopVfvNWgSWRsrLKlT,13,MANDATORY_READING,Prof.,Peter,Wagner,Hauptstraße,1,58507,Lüdenscheid,Lüdenscheid/Stadtwerke,peter.wagner@example.com
YdTZUbmLUVtzEalnDhXXQumIGU/MXRBiuThwYGk,JndJiurnA+BxgYQTYSROUfvkzLKZWOPlfIWcNXa,oBcYXA/RwVmWnmTpITCWjjPFg+/MiQXXEyLXfAL,VRgOdwYg/CdwGxqVizUXZGCWVdMUlBMhIzSlKeC,oVJQghaTfUVrwNpu/FfjohopVfvNWgSWRsrLKlT,13,MANDATORY_READING,Prof.,Peter,Wagner,Hauptstraße,1,58507,Lüdenscheid,Lüdenscheid/Stadtwerke,peter.wagner@example.com
uhmYmlRjZAYvHVzjltTUARXwFdGWBHYTBtGAFOF,JndJiurnA+BxgYQTYSROUfvkzLKZWOPlfIWcNXa,oBcYXA/RwVmWnmTpITCWjjPFg+/MiQXXEyLXfAL,VRgOdwYg/CdwGxqVizUXZGCWVdMUlBMhIzSlKeC,oVJQghaTfUVrwNpu/FfjohopVfvNWgSWRsrLKlT,13,MANDATORY_READING,Prof.,Peter,Wagner,Hauptstraße,1,58507,Lüdenscheid,Lüdenscheid/Stadtwerke,peter.wagner@example.com
vVbOwTxEYwFWRySZREpTJBbQohXQZUDORJMpjZT,JndJiurnA+BxgYQTYSROUfvkzLKZWOPlfIWcNXa,oBcYXA/RwVmWnmTpITCWjjPFg+/MiQXXEyLXfAL,VRgOdwYg/CdwGxqVizUXZGCWVdMUlBMhIzSlKeC,oVJQghaTfUVrwNpu/FfjohopVfvNWgSWRsrLKlT,13,MANDATORY_READING,Prof.,Peter,Wagner,Hauptstraße,1,58507,Lüdenscheid,Lüdenscheid/Stadtwerke,peter.wagner@example.com
AVCdOVhSCnWfyJQtxyUUFrMYUIrTEZrTDdrWLpt,ZPTPUoSlqVWnWwYuQAqbCVTDuTpQIAETZibJWZP,EmTM+UcXxORJON/VFAWEoNTnexSXXpAS+zEdxhY,ldMDUfoUVmRjzKTdRISiSLIfQXFPUbhpvedIZIs,d+EaLLixb/RTrUsNSOXZrYMVWTUrFZGzMSoyoJG,19,MANDATORY_READING,Dipl.-Ing.,Julia,Weber,Dorfstraße,,58089,Hagen,Vorhalle,
pHzYxpcj+VOaZiWaVYSUquiFdtUzTgPUjQCr/uR,ZPTPUoSlqVWnWwYuQAqbCVTDuTpQIAETZibJWZP,EmTM+UcXxORJON/VFAWEoNTnexSXXpAS+zEdxhY,ldMDUfoUVmRjzKTdRISiSLIfQXFPUbhpvedIZIs,d+EaLLixb/RTrUsNSOXZrYMVWTUrFZGzMSoyoJG,19,MANDATORY_READING,Dipl.-Ing.,Julia,Weber,Dorfstraße,,58089,Hagen,Vorhalle,
pQFOALYSiuTRpCvDwFuuWkFSqXrtfiSErWkW+wI,ZPTPUoSlqVWnWwYuQAqbCVTDuTpQIAETZibJWZP,EmTM+UcXxORJON/VFAWEoNTnexSXXpAS+zEdxhY,ldMDUfoUVmRjzKTdRISiSLIfQXFPUbhpvedIZIs,d+EaLLixb/RTrUsNSOXZrYMVWTUrFZGzMSoyoJG,19,MANDATORY_READING,Dipl.-Ing.,Julia,Weber,Dorfstraße,,58089,Hagen,Vorhalle,
vgFUTrSXglPbjfnzNtVShrkyYeAxmyfEpyRVZgq,ZPTPUoSlqVWnWwYuQAqbCVTDuTpQIAETZibJWZP,EmTM+UcXxORJON/VFAWEoNTnexSXXpAS+zEdxhY,ldMDUfoUVmRjzKTdRISiSLIfQXFPUbhpvedIZIs,d+EaLLixb/RTrUsNSOXZrYMVWTUrFZGzMSoyoJG,19,MANDATORY_READING,Dipl.-Ing.,Julia,Weber,Dorfstraße,,58089,Hagen,Vorhalle,
FwBACGLaSTLYmEMxVITUjuBuGvETZfGEnGOwTQf,IToDnRoztdanwRkCQjZkRwHruBmfQZeXPcEytJZ,dZyWVXHP+j+epLHRUolWwWpUQDAQYRoINT/TOZq,mMZTeMNEHYsV/UaRpCSoVEQVZXqdvMtHSg+s+LS,sUQRXqmVKR+vgJuOBBTpcKKMkRVsJZHOMUhkJSF,29,MANDATORY_READING,Prof.,Sabine,Becker,Bahnhofstraße,,58089,Hagen,Vorhalle,
k/NPqmqhAXOqUJlzRBFAsVsMWyE++O+OFBSQPjh,IToDnRoztdanwRkCQjZkRwHruBmfQZeXPcEytJZ,dZyWVXHP+j+epLHRUolWwWpUQDAQYRoINT/TOZq,mMZTeMNEHYsV/UaRpCSoVEQVZXqdvMtHSg+s+LS,sUQRXqmVKR+vgJuOBBTpcKKMkRVsJZHOMUhkJSF,29,MANDATORY_READING,Prof.,Sabine,Becker,Bahnhofstraße,,58089,Hagen,Vorhalle,
kwxPMSpN/YSzTqqaVQMmZVPCbZXfHTXfBhXnQcn,IToDnRoztdanwRkCQjZkRwHruBmfQZeXPcEytJZ,dZyWVXHP+j+epLHRUolWwWpUQDAQYRoINT/TOZq,mMZTeMNEHYsV/UaRpCSoVEQVZXqdvMtHSg+s+LS,sUQRXqmVKR+vgJuOBBTpcKKMkRVsJZHOMUhkJSF,29,MANDATORY_READING,Prof.,Sabine,Becker,Bahnhofstraße,,58089,Hagen,Vorhalle,
nkUGlcnPz/nPLHSeTuG/PvuaQCdIQ+TfkzIxQUZ,IToDnRoztdanwRkCQjZkRwHruBmfQZeXPcEytJZ,dZyWVXHP+j+epLHRUolWwWpUQDAQYRoINT/TOZq,mMZTeMNEHYsV/UaRpCSoVEQVZXqdvMtHSg+s+LS,sUQRXqmVKR+vgJuOBBTpcKKMkRVsJZHOMUhkJSF,29,MANDATORY_READING,Prof.,Sabine,Becker,Bahnhofstraße,,58089,Hagen,Vorhalle,
WuRQvyhsrSRLZnQbBRQrRoGlRKKQSwoWKEXZWDT,/sIuSzRsQrxsDvdoS+J/YNPYqHq+YDQxWdnHSRs,eVZAVqCOREYUnx+UYrZgNWRsY+bxASCfEehxQkM,bjdoz+fENkjDpTpvjbYZWGpUmobrIdDgYHeMHkb,qFrODjZbxycVMlTKmvQakTwFaZwHoZbAZCfYHVF,95,MANDATORY_READING,Herr,Anna,Meyer,Kirchweg,,58553,Halver,Halver,
YXWpywFlRhrbPeXz+gwIQZTTULVfPJvuAJlFNVr,/sIuSzRsQrxsDvdoS+J/YNPYqHq+YDQxWdnHSRs,eVZAVqCOREYUnx+UYrZgNWRsY+bxASCfEehxQkM,bjdoz+fENkjDpTpvjbYZWGpUmobrIdDgYHeMHkb,qFrODjZbxycVMlTKmvQakTwFaZwHoZbAZCfYHVF,95,MANDATORY_READING,Herr,Anna,Meyer,Kirchweg,,58553,Halver,Halver,
bVmJfPQOTNDMTBgeguFHeOTaqKSVTZkSRxhBTU+,/sIuSzRsQrxsDvdoS+J/YNPYqHq+YDQxWdnHSRs,eVZAVqCOREYUnx+UYrZgNWRsY+bxASCfEehxQkM,bjdoz+fENkjDpTpvjbYZWGpUmobrIdDgYHeMHkb,qFrODjZbxycVMlTKmvQakTwFaZwHoZbAZCfYHVF,95,MANDATORY_READING,Herr,Anna,Meyer,Kirchweg,,58553,Halver,Halver,
kuAYrdnpYPTSuARpBn/SvriOlQYQngOTUXktHZT,/sIuSzRsQrxsDvdoS+J/YNPYqHq+YDQxWdnHSRs,eVZAVqCOREYUnx+UYrZgNWRsY+bxASCfEehxQkM,bjdoz+fENkjDpTpvjbYZWGpUmobrIdDgYHeMHkb,qFrODjZbxycVMlTKmvQakTwFaZwHoZbAZCfYHVF,95,MANDATORY_READING,Herr,Anna,Meyer,Kirchweg,,58553,Halver,Halver,
CLIYRRmxlSYVPn/RTkpkvYVOTmypmbSzKILipHS,zgfkLeDPbyUQRcaFTfyTGpDEf+gaRQWkOGIQBmf,HSjWSQbPsmVQcXedhZTDAVGXGJ+wtXBWjTLktdS,Be/YZXSVXeiIAn/TBVkWzBfQwAMTRRjLMwEyGYY,mBFRuEXqTWbmudXhTcSVy+tUIEj/cLfYUSZzzab,28,MANDATORY_READING,Herr,Petra,Schmidt,Waldweg,30,58089,Hagen,Vorhalle,petra.schmidt@example.com
NPioHxRnYPqVWUaAgIPmLXJNWVfNmUUrZJIlRXV,zgfkLeDPbyUQRcaFTfyTGpDEf+gaRQWkOGIQBmf,HSjWSQbPsmVQcXedhZTDAVGXGJ+wtXBWjTLktdS,Be/YZXSVXeiIAn/TBVkWzBfQwAMTRRjLMwEyGYY,mBFRuEXqTWbmudXhTcSVy+tUIEj/cLfYUSZzzab,28,MANDATORY_READING,Herr,Petra,Schmidt,Waldweg,30,58089,Hagen,Vorhalle,petra.schmidt@example.com
VpPShAnLHjNbNmtQfwSYgBTTbZjQidjKU/djsRZ,zgfkLeDPbyUQRcaFTfyTGpDEf+gaRQWkOGIQBmf,HSjWSQbPsmVQcXedhZTDAVGXGJ+wtXBWjTLktdS,Be/YZXSVXeiIAn/TBVkWzBfQwAMTRRjLMwEyGYY,mBFRuEXqTWbmudXhTcSVy+tUIEj/cLfYUSZzzab,28,MANDATORY_READING,Herr,Petra,Schmidt,Waldweg,30,58089,Hagen,Vorhalle,petra.schmidt@example.com
jTBOymyUrOwIvDlOaZQOnhnyNEuWBFGUmeKNpGF,zgfkLeDPbyUQRcaFTfyTGpDEf+gaRQWkOGIQBmf,HSjWSQbPsmVQcXedhZTDAVGXGJ+wtXBWjTLktdS,Be/YZXSVXeiIAn/TBVkWzBfQwAMTRRjLMwEyGYY,mBFRuEXqTWbmudXhTcSVy+tUIEj/cLfYUSZzzab,28,MANDATORY_READING,Herr,Petra,Schmidt,Waldweg,30,58089,Hagen,Vorhalle,petra.schmidt@example.com
SQVtzcMYUQSJqfeQUSbhqtqQPsKHnjyERO+TRvw,n+UiWIVSFinTyWgEWjIaZtIOQAWAVJEvQQQEPbR,XRiBVUhUXgqMYulwaHdemSOwWCmi/fgnSyZ/VXN,NRUXFtoxskUUCfFThBIQO/B+vHdQErIL+VBbYxH,NoWwlNR+BRpNBHcyzVYeemoWRQmiQBZFfdZW/OI,56,MANDATORY_READING,Herr,Peter,Schneider,Lindenallee,,58762,Altena,Altena,
lkVpmRrnDlPKshGoUtVWtHSYQwojBTKHkVokNjA,n+UiWIVSFinTyWgEWjIaZtIOQAWAVJEvQQQEPbR,XRiBVUhUXgqMYulwaHdemSOwWCmi/fgnSyZ/VXN,NRUXFtoxskUUCfFThBIQO/B+vHdQErIL+VBbYxH,NoWwlNR+BRpNBHcyzVYeemoWRQmiQBZFfdZW/OI,56,MANDATORY_READING,Herr,Peter,Schneider,Lindenallee,,58762,Altena,Altena,
ynzZWXGoxPYGHKYF/DEmSRvrXxENgRCszj/anVT,n+UiWIVSFinTyWgEWjIaZtIOQAWAVJEvQQQEPbR,XRiBVUhUXgqMYulwaHdemSOwWCmi/fgnSyZ/VXN,NRUXFtoxskUUCfFThBIQO/B+vHdQErIL+VBbYxH,NoWwlNR+BRpNBHcyzVYeemoWRQmiQBZFfdZW/OI,56,MANDATORY_READING,Herr,Peter,Schneider,Lindenallee,,58762,Altena,Altena,
HS/vWJC+vsUqThaaZVVTbVtkXtSYRVkGWuCY+ea,CObuvUSZlZw+UXIrZsLQJdaXvyqUPvZ/sD/Wzbs,lzZTM+qxnyvgYjYIoNgM+peoVyVgYDoRFQXZKqb,'+JNfSQOOKtLJRxdwRqYiRNBFtnkymdpIptaLQYL,k/ZYCkayIAQhWyBoWuxZZuQ/kVxTGEzGWBZCRRc,3,MANDATORY_READING,Dr.,Thomas,Fischer,Hauptstraße,,58089,Hagen,Vorhalle,
QeWdBAZo/+ATMXDsJeeRGTsmYTiFnYeHZqTXpqF,CObuvUSZlZw+UXIrZsLQJdaXvyqUPvZ/sD/Wzbs,lzZTM+qxnyvgYjYIoNgM+peoVyVgYDoRFQXZKqb,'+JNfSQOOKtLJRxdwRqYiRNBFtnkymdpIptaLQYL,k/ZYCkayIAQhWyBoWuxZZuQ/kVxTGEzGWBZCRRc,3,MANDATORY_READING,Dr.,Thomas,Fischer,Hauptstraße,,58089,Hagen,Vorhalle,
UpGrFCzTYSRSVOXygPkBNzslBGMHIEGVJSGvLDc,CObuvUSZlZw+UXIrZsLQJdaXvyqUPvZ/sD/Wzbs,lzZTM+qxnyvgYjYIoNgM+peoVyVgYDoRFQXZKqb,'+JNfSQOOKtLJRxdwRqYiRNBFtnkymdpIptaLQYL,k/ZYCkayIAQhWyBoWuxZZuQ/kVxTGEzGWBZCRRc,3,MANDATORY_READING,Dr.,Thomas,Fischer,Hauptstraße,,58089,Hagen,Vorhalle,
WeRWltuZhQMTKTcPxvUOtQEjSWh+JYfS/XFgPlC,CObuvUSZlZw+UXIrZsLQJdaXvyqUPvZ/sD/Wzbs,lzZTM+qxnyvgYjYIoNgM+peoVyVgYDoRFQXZKqb,'+JNfSQOOKtLJRxdwRqYiRNBFtnkymdpIptaLQYL,k/ZYCkayIAQhWyBoWuxZZuQ/kVxTGEzGWBZCRRc,3,MANDATORY_READING,Dr.,Thomas,Fischer,Hauptstraße,,58089,Hagen,Vorhalle,
HNzbFJDivQRePRTVUQclLLxPclAmYlFnRfQRWZs,y/LeqoMMC/wUqUz/RWWSYMvS+ZIGrTUTlYtrw/P,ISFLcUdiwlfwLoOOQV+zWNMApSRqARMUUTQ/ORt,FjzuoVZVDuNYhkRBYVwhOy+xQdoQZmqSYWBSwPh,M+KJRUsUjXteHCRTpOwBGXdfuOhYieZfUQJYXaU,1,MANDATORY_READING,Dr.,Julia,Becker,Hauptstraße,,58809,Neuenrade,Neuenrade,
ItcVWI+klnQCqtwHEvjjjgWtQUrzODGWWXzUCdN,y/LeqoMMC/wUqUz/RWWSYMvS+ZIGrTUTlYtrw/P,ISFLcUdiwlfwLoOOQV+zWNMApSRqARMUUTQ/ORt,FjzuoVZVDuNYhkRBYVwhOy+xQdoQZmqSYWBSwPh,M+KJRUsUjXteHCRTpOwBGXdfuOhYieZfUQJYXaU,1,MANDATORY_READING,Dr.,Julia,Becker,Hauptstraße,,58809,Neuenrade,Neuenrade,
QXDiNViYRXpNgW/gvyNZVRNrOYQrKqmeTq/kviy,y/LeqoMMC/wUqUz/RWWSYMvS+ZIGrTUTlYtrw/P,ISFLcUdiwlfwLoOOQV+zWNMApSRqARMUUTQ/ORt,FjzuoVZVDuNYhkRBYVwhOy+xQdoQZmqSYWBSwPh,M+KJRUsUjXteHCRTpOwBGXdfuOhYieZfUQJYXaU,1,MANDATORY_READING,Dr.,Julia,Becker,Hauptstraße,,58809,Neuenrade,Neuenrade,
SGWAhCTZEibYdXRsgLwoUSIPdpWnRxLjPsKESuC,y/LeqoMMC/wUqUz/RWWSYMvS+ZIGrTUTlYtrw/P,ISFLcUdiwlfwLoOOQV+zWNMApSRqARMUUTQ/ORt,FjzuoVZVDuNYhkRBYVwhOy+xQdoQZmqSYWBSwPh,M+KJRUsUjXteHCRTpOwBGXdfuOhYieZfUQJYXaU,1,MANDATORY_READING,Dr.,Julia,Becker,Hauptstraße,,58809,Neuenrade,Neuenrade,
EaqSagTInaGJynQAHrifUrS+jRNFDIKNLRbRb+d,XfqvFIlLX+TgwjWJSsqUWRVEDfqVjpDSYRTPITC,VTYRTwMRRapouZwYWuHoPUpncqSVXOiOuKXumXD,NuplqxfSqW+WxyvkCTkHbNUoYFvlVFErQoXMRwb,WQCa/jhVoQSqKNwgskvzIFzQfnPCMfmiwNDwyhJ,8,MANDATORY_READING,Dipl.-Ing.,Thomas,Müller,Lindenallee,,58089,Hagen,Vorhalle,
RGzPlDN+/HXznvCrrWKerjGgGYqqXURLxRoeWXl,XfqvFIlLX+TgwjWJSsqUWRVEDfqVjpDSYRTPITC,VTYRTwMRRapouZwYWuHoPUpncqSVXOiOuKXumXD,NuplqxfSqW+WxyvkCTkHbNUoYFvlVFErQoXMRwb,WQCa/jhVoQSqKNwgskvzIFzQfnPCMfmiwNDwyhJ,8,MANDATORY_READING,Dipl.-Ing.,Thomas,Müller,Lindenallee,,58089,Hagen,Vorhalle,
XnbTtC/dbDovVyU/iWhtXPUdvZOHd+WqVLzP/Dh,XfqvFIlLX+TgwjWJSsqUWRVEDfqVjpDSYRTPITC,VTYRTwMRRapouZwYWuHoPUpncqSVXOiOuKXumXD,NuplqxfSqW+WxyvkCTkHbNUoYFvlVFErQoXMRwb,WQCa/jhVoQSqKNwgskvzIFzQfnPCMfmiwNDwyhJ,8,MANDATORY_READING,Dipl.-Ing.,Thomas,Müller,Lindenallee,,58089,Hagen,Vorhalle,
pPnGuuifkKIPecTSXRe+XLVlSQqpSETOBknDYiN,XfqvFIlLX+TgwjWJSsqUWRVEDfqVjpDSYRTPITC,VTYRTwMRRapouZwYWuHoPUpncqSVXOiOuKXumXD,NuplqxfSqW+WxyvkCTkHbNUoYFvlVFErQoXMRwb,WQCa/jhVoQSqKNwgskvzIFzQfnPCMfmiwNDwyhJ,8,MANDATORY_READING,Dipl.-Ing.,Thomas,Müller,Lindenallee,,58089,Hagen,Vorhalle,
QUY/qceJjiMeJdIUcbQbNtaPoNXKSPFawysXSSR,HFXhEVSUxRTRfhTcKWRLVrVISpCthDusUwDhBWY,/ZXYlBOXPkuNnaNYZ+iXTSPmretR/XaQGT/IZGi,whMJZvYVbHTdnh/bYVndwcYTKVbhESSqVdkiBwN,IqGbCyBIjES+xQCLczQu/SNrkUhiyjWjXSOK+MT,80,MANDATORY_READING,Prof.,Thomas,Meyer,Waldweg,,58553,Halver,Halver,
SYWSmVh+SAPUw+ZRYtpLSfBHvWWbRcRoWmevIMD,HFXhEVSUxRTRfhTcKWRLVrVISpCthDusUwDhBWY,/ZXYlBOXPkuNnaNYZ+iXTSPmretR/XaQGT/IZGi,whMJZvYVbHTdnh/bYVndwcYTKVbhESSqVdkiBwN,IqGbCyBIjES+xQCLczQu/SNrkUhiyjWjXSOK+MT,80,MANDATORY_READING,Prof.,Thomas,Meyer,Waldweg,,58553,Halver,Halver,
ksFSWTjDRMjxkZVYxTrqAYBevjOQ/NoewvsYLWJ,HFXhEVSUxRTRfhTcKWRLVrVISpCthDusUwDhBWY,/ZXYlBOXPkuNnaNYZ+iXTSPmretR/XaQGT/IZGi,whMJZvYVbHTdnh/bYVndwcYTKVbhESSqVdkiBwN,IqGbCyBIjES+xQCLczQu/SNrkUhiyjWjXSOK+MT,80,MANDATORY_READING,Prof.,Thomas,Meyer,Waldweg,,58553,Halver,Halver,
qvgYZCQeQtuRYaseDWyNvFXzF/LVlhbnFONiBQB,HFXhEVSUxRTRfhTcKWRLVrVISpCthDusUwDhBWY,/ZXYlBOXPkuNnaNYZ+iXTSPmretR/XaQGT/IZGi,whMJZvYVbHTdnh/bYVndwcYTKVbhESSqVdkiBwN,IqGbCyBIjES+xQCLczQu/SNrkUhiyjWjXSOK+MT,80,MANDATORY_READING,Prof.,Thomas,Meyer,Waldweg,,58553,Halver,Halver,
ulsTMZALFDMTOuYZhqdWQSqQU/SRrmbVGVQiwDh,HFXhEVSUxRTRfhTcKWRLVrVISpCthDusUwDhBWY,/ZXYlBOXPkuNnaNYZ+iXTSPmretR/XaQGT/IZGi,whMJZvYVbHTdnh/bYVndwcYTKVbhESSqVdkiBwN,IqGbCyBIjES+xQCLczQu/SNrkUhiyjWjXSOK+MT,80,MANDATORY_READING,Prof.,Thomas,Meyer,Waldweg,,58553,Halver,Halver,
G+pSQkOROnjtPCSsReWSW+lbonxONwigFUZMHIZ,ZCXRDTZtQBtAfljVWIZ+GMTVvXXjSKUBd/YQStS,PZ+FXMEumTDHnlHhtQaSgdzQrPSSWdX/vZKhiTV,zCNvDzYZgsASBDPvSzuAXcDDYVIPikfUOnUNyPZ,LRPvVcfzvZmae+HYorvdacFMSQSyuY/PKsSSRrk,1,MANDATORY_READING,Prof.,Petra,Meyer,Lindenallee,,58089,Hagen,Vorhalle,
TUyKZrVXToGtgFFuTRYhDRZJZmfGWkyxJaqlnWK,ZCXRDTZtQBtAfljVWIZ+GMTVvXXjSKUBd/YQStS,PZ+FXMEumTDHnlHhtQaSgdzQrPSSWdX/vZKhiTV,zCNvDzYZgsASBDPvSzuAXcDDYVIPikfUOnUNyPZ,LRPvVcfzvZmae+HYorvdacFMSQSyuY/PKsSSRrk,1,MANDATORY_READING,Prof.,Petra,Meyer,Lindenallee,,58089,Hagen,Vorhalle,
oOwXqFgjYYTIJJ/iPUtYSXWPYAZbC/lmOXqZcsV,ZCXRDTZtQBtAfljVWIZ+GMTVvXXjSKUBd/YQStS,PZ+FXMEumTDHnlHhtQaSgdzQrPSSWdX/vZKhiTV,zCNvDzYZgsASBDPvSzuAXcDDYVIPikfUOnUNyPZ,LRPvVcfzvZmae+HYorvdacFMSQSyuY/PKsSSRrk,1,MANDATORY_READING,Prof.,Petra,Meyer,Lindenallee,,58089,Hagen,Vorhalle,
sETJe+ONmDIYUAVCV/IhlEnfDrIBfcXWBWUNGZf,ZCXRDTZtQBtAfljVWIZ+GMTVvXXjSKUBd/YQStS,PZ+FXMEumTDHnlHhtQaSgdzQrPSSWdX/vZKhiTV,zCNvDzYZgsASBDPvSzuAXcDDYVIPikfUOnUNyPZ,LRPvVcfzvZmae+HYorvdacFMSQSyuY/PKsSSRrk,1,MANDATORY_READING,Prof.,Petra,Meyer,Lindenallee,,58089,Hagen,Vorhalle,
'+fSntNnsVSfQMQXE++bPckTRGyicQDCS+XWFYOT,nZQXfQnWXROBZBKSHbcQSWnHkKwTWjeXafMZMok,e+bbHXJwnokUUmTSYTJJgYTDTxaDWkXyzXJICNy,SVUiVZUgVQSIGEsXZSSVWtgWAXIHJlrlROx/Ack,QjWJRleKSKVSaY+VVSNoxeZqsr/HvDYHaZmWRSw,45,MANDATORY_READING,Herr,Maria,Fischer,Marktplatz,,58089,Hagen,Vorhalle,
LuZXsuwyeRheREjEOVMWUSNfRwR+mnzEENpaTSQ,nZQXfQnWXROBZBKSHbcQSWnHkKwTWjeXafMZMok,e+bbHXJwnokUUmTSYTJJgYTDTxaDWkXyzXJICNy,SVUiVZUgVQSIGEsXZSSVWtgWAXIHJlrlROx/Ack,QjWJRleKSKVSaY+VVSNoxeZqsr/HvDYHaZmWRSw,45,MANDATORY_READING,Herr,Maria,Fischer,Marktplatz,,58089,Hagen,Vorhalle,
dULvFJqHTVsi+TrXEqvJBMthQxzvoiDJVHebLZQ,nZQXfQnWXROBZBKSHbcQSWnHkKwTWjeXafMZMok,e+bbHXJwnokUUmTSYTJJgYTDTxaDWkXyzXJICNy,SVUiVZUgVQSIGEsXZSSVWtgWAXIHJlrlROx/Ack,QjWJRleKSKVSaY+VVSNoxeZqsr/HvDYHaZmWRSw,45,MANDATORY_READING,Herr,Maria,Fischer,Marktplatz,,58089,Hagen,Vorhalle,
daOZaRLwCiwGYWhCcDjsdhscvVt+ahgnGGN/QyY,nZQXfQnWXROBZBKSHbcQSWnHkKwTWjeXafMZMok,e+bbHXJwnokUUmTSYTJJgYTDTxaDWkXyzXJICNy,SVUiVZUgVQSIGEsXZSSVWtgWAXIHJlrlROx/Ack,QjWJRleKSKVSaY+VVSNoxeZqsr/HvDYHaZmWRSw,45,MANDATORY_READING,Herr,Maria,Fischer,Marktplatz,,58089,Hagen,Vorhalle,
KajbELaZIYwRhEYHHpyfBTQSCfWARqUpNUPYYVn,nXOpjmJtdYEGAbxQNvqhqlQ+gcXYR/VdOdTtett,KNveaxZXCxRxfMzOXOdksKvDtXVHonVzft++HQX,zCXSFbnjtnnBMpqitWVzpQdloIUYOKnTrrprsAF,COTSIAZuuYTYAUjqoQMdikWfrwYkKlcSU/RaigO,34,MANDATORY_READING,Frau,Anna,Schmidt,Schulstraße,,58515,Lüdenscheid,,
XTxCNPHmRBbUaBlw/crxUuRQJBYsODSlSHBslGT,nXOpjmJtdYEGAbxQNvqhqlQ+gcXYR/VdOdTtett,KNveaxZXCxRxfMzOXOdksKvDtXVHonVzft++HQX,zCXSFbnjtnnBMpqitWVzpQdloIUYOKnTrrprsAF,COTSIAZuuYTYAUjqoQMdikWfrwYkKlcSU/RaigO,34,MANDATORY_READING,Frau,Anna,Schmidt,Schulstraße,,58515,Lüdenscheid,,
