Meter Reading (MR) Doc. No.,HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,FORENAME,SURNAME,STREET,STREETNO,POST_CODE1,CITY1,CITY2,EMAIL
QDJOWIXAyzT/KhpSrLYitTtXWUe/jQejGeXHXTf,ibzlTMCeO+yElTDFmn+zsUE/TmaFTkSrSxZNULY,xgKithQMzNXDnWlwkWWAtbZpZODQYOZUgjdVNXD,gyoMtFWUQJYInhYKiSQbna+aVTlJYbieysfSsDs,Xn/xSDVjZOEiiiXuoVFWzdXQYouFWVDEEuPuBVC,7,EVU,Dr.,Peter,Weber,Schulstraße,,58762,Altena,Altena,
TgSBVTUtLrlugVSgJWtXIVJQvvAGPy/MBWhOXZZ,ibzlTMCeO+yElTDFmn+zsUE/TmaFTkSrSxZNULY,xgKithQMzNXDnWlwkWWAtbZpZODQYOZUgjdVNXD,gyoMtFWUQJYInhYKiSQbna+aVTlJYbieysfSsDs,Xn/xSDVjZOEiiiXuoVFWzdXQYouFWVDEEuPuBVC,7,EVU,Dr.,Peter,Weber,Schulstraße,,58762,Altena,Altena,
U/uY/ViVRBcGnGyBAXFApLEzQGTczsFSCuEWWTC,ibzlTMCeO+yElTDFmn+zsUE/TmaFTkSrSxZNULY,xgKithQMzNXDnWlwkWWAtbZpZODQYOZUgjdVNXD,gyoMtFWUQJYInhYKiSQbna+aVTlJYbieysfSsDs,Xn/xSDVjZOEiiiXuoVFWzdXQYouFWVDEEuPuBVC,7,EVU,Dr.,Peter,Weber,Schulstraße,,58762,Altena,Altena,
fenFuISwSxIrOoonTgbRXWSNnsTbzMHtoTvrrCb,ibzlTMCeO+yElTDFmn+zsUE/TmaFTkSrSxZNULY,xgKithQMzNXDnWlwkWWAtbZpZODQYOZUgjdVNXD,gyoMtFWUQJYInhYKiSQbna+aVTlJYbieysfSsDs,Xn/xSDVjZOEiiiXuoVFWzdXQYouFWVDEEuPuBVC,7,EVU,Dr.,Peter,Weber,Schulstraße,,58762,Altena,Altena,
fyQIlFAVPrJpRjdtfUqKPZRVvJkqJKRYWitBUSx,ibzlTMCeO+yElTDFmn+zsUE/TmaFTkSrSxZNULY,xgKithQMzNXDnWlwkWWAtbZpZODQYOZUgjdVNXD,gyoMtFWUQJYInhYKiSQbna+aVTlJYbieysfSsDs,Xn/xSDVjZOEiiiXuoVFWzdXQYouFWVDEEuPuBVC,7,EVU,Dr.,Peter,Weber,Schulstraße,,58762,Altena,Altena,
uqXaQYxmoLCXJZWXsTnVWIRSAbonHWUjZVTUTKv,ibzlTMCeO+yElTDFmn+zsUE/TmaFTkSrSxZNULY,xgKithQMzNXDnWlwkWWAtbZpZODQYOZUgjdVNXD,gyoMtFWUQJYInhYKiSQbna+aVTlJYbieysfSsDs,Xn/xSDVjZOEiiiXuoVFWzdXQYouFWVDEEuPuBVC,7,EVU,Dr.,Peter,Weber,Schulstraße,,58762,Altena,Altena,
yZzyzYtXVxBuzWdXyPVbkh/iQIfwrXYiLFI+FmR,ibzlTMCeO+yElTDFmn+zsUE/TmaFTkSrSxZNULY,xgKithQMzNXDnWlwkWWAtbZpZODQYOZUgjdVNXD,gyoMtFWUQJYInhYKiSQbna+aVTlJYbieysfSsDs,Xn/xSDVjZOEiiiXuoVFWzdXQYouFWVDEEuPuBVC,7,EVU,Dr.,Peter,Weber,Schulstraße,,58762,Altena,Altena,
SqHLJuJsoHsqTFrhVhRSrvdjRfmYRtZtnTnPTOX,kyTwUbCaGoUlHTRWaBPSfvWnglESpIdrzuBty+I,bztjNCQyvZuvMBk/lYRbQFYbSmAPeWzjVpGgYxQ,CpPHSaSEhAXqXbxTVuXJXkeUEWyfZxGRGjRWDNv,DRue/jkYZgMqyzwSaVfkYNWsJRUAbJHLVEiRnDr,43,EVU,Dipl.-Ing.,Julia,Schneider,Dorfstraße,,58089,Hagen,Vorhalle,
TOmZelCZEBnDXAYsI/ORPzkjiYmWcTreDgABSdh,kyTwUbCaGoUlHTRWaBPSfvWnglESpIdrzuBty+I,bztjNCQyvZuvMBk/lYRbQFYbSmAPeWzjVpGgYxQ,CpPHSaSEhAXqXbxTVuXJXkeUEWyfZxGRGjRWDNv,DRue/jkYZgMqyzwSaVfkYNWsJRUAbJHLVEiRnDr,43,EVU,Dipl.-Ing.,Julia,Schneider,Dorfstraße,,58089,Hagen,Vorhalle,
wKIqMReTvKuRTFIZ/SErPJRZoeGcADJGIiaqSFQ,kyTwUbCaGoUlHTRWaBPSfvWnglESpIdrzuBty+I,bztjNCQyvZuvMBk/lYRbQFYbSmAPeWzjVpGgYxQ,CpPHSaSEhAXqXbxTVuXJXkeUEWyfZxGRGjRWDNv,DRue/jkYZgMqyzwSaVfkYNWsJRUAbJHLVEiRnDr,43,EVU,Dipl.-Ing.,Julia,Schneider,Dorfstraße,,58089,Hagen,Vorhalle,
'+PRFHENKHxdygEqoGbXLWWKaUZCjrIsqDMZQgKP,gmOHzEISXYKsYsryXygBEZejMzlFuURVnNTSkAN,YMdbhimGvQPRWYrhGROHZLEhZPqJZahGzbmbSHW,JMOWvnZBqnfCUaSCNYKadG+XY+siBmABjkDkUza,vuBXKfTwXQRNWSRVghibfhlbENAltluxtyqeeTL,8,EVU,Prof.,Anna,Schulz,Dorfstraße,,58089,Hagen,Vorhalle,
JJldpJrjRStWWTZHjZAdUHzYPDIORY+lXbZJuwR,gmOHzEISXYKsYsryXygBEZejMzlFuURVnNTSkAN,YMdbhimGvQPRWYrhGROHZLEhZPqJZahGzbmbSHW,JMOWvnZBqnfCUaSCNYKadG+XY+siBmABjkDkUza,vuBXKfTwXQRNWSRVghibfhlbENAltluxtyqeeTL,8,EVU,Prof.,Anna,Schulz,Dorfstraße,,58089,Hagen,Vorhalle,
SsfzCvYDRKTXtiNdtUiUZSTZHuXe/+oNBHKYVE/,gmOHzEISXYKsYsryXygBEZejMzlFuURVnNTSkAN,YMdbhimGvQPRWYrhGROHZLEhZPqJZahGzbmbSHW,JMOWvnZBqnfCUaSCNYKadG+XY+siBmABjkDkUza,vuBXKfTwXQRNWSRVghibfhlbENAltluxtyqeeTL,8,EVU,Prof.,Anna,Schulz,Dorfstraße,,58089,Hagen,Vorhalle,
heVnXwvXZzfktiKbSHCrrcAicmBg/affrVUExO/,gmOHzEISXYKsYsryXygBEZejMzlFuURVnNTSkAN,YMdbhimGvQPRWYrhGROHZLEhZPqJZahGzbmbSHW,JMOWvnZBqnfCUaSCNYKadG+XY+siBmABjkDkUza,vuBXKfTwXQRNWSRVghibfhlbENAltluxtyqeeTL,8,EVU,Prof.,Anna,Schulz,Dorfstraße,,58089,Hagen,Vorhalle,
oQIdTVPbsbSmJoYNbIxVuBVEXSUUEmDZARjmQUr,gocUZnaKmqUeTQqlhMmIwUKVkzXiEeTseQRoDRy,tWNWTqjGWjZwXsOUYXoGWwFLfzs/KZuh+Y/IMQi,SifmRUhtXXWLxbsquThpsATfUuo+qzwoEynOug/,mlzJXmvQZWBRqWW/aljIREHSxjdfkT+TFlaTHgw,8,EVU,Dipl.-Ing.,Petra,Müller,Lindenallee,,58809,Neuenrade,Neuenrade,
p/GizZyPFCQYSQAYkVDXwhQEGQZRZV/XzeyxmOX,gocUZnaKmqUeTQqlhMmIwUKVkzXiEeTseQRoDRy,tWNWTqjGWjZwXsOUYXoGWwFLfzs/KZuh+Y/IMQi,SifmRUhtXXWLxbsquThpsATfUuo+qzwoEynOug/,mlzJXmvQZWBRqWW/aljIREHSxjdfkT+TFlaTHgw,8,EVU,Dipl.-Ing.,Petra,Müller,Lindenallee,,58809,Neuenrade,Neuenrade,
MRZvGWvMIEXTYVWRtTtRVRg/VR/DKornQEmLKT/,/BuVZdgYJvMVpQIfoqsEZajYCXHrwFia+/aCzTZ,cjbGKTWuuooPNvppa+gwuTmYjqVYPCPoclQbovj,vXnKALcovhV/GzsyIVzioWYpZdbKfGPJkFTOXWO,wzmlRQxwSmCTf+nIegeXtHZhZeQdZu+SMtWgxIg,20,EVU,Dipl.-Ing.,Anna,Müller,Kirchweg,,58515,Lüdenscheid,,
PMquMwgwnceXHRolrwT/rgrxIMOXNTZQOKdZh+f,/BuVZdgYJvMVpQIfoqsEZajYCXHrwFia+/aCzTZ,cjbGKTWuuooPNvppa+gwuTmYjqVYPCPoclQbovj,vXnKALcovhV/GzsyIVzioWYpZdbKfGPJkFTOXWO,wzmlRQxwSmCTf+nIegeXtHZhZeQdZu+SMtWgxIg,20,EVU,Dipl.-Ing.,Anna,Müller,Kirchweg,,58515,Lüdenscheid,,
hcJZsMgIZmPwBgVcZbNksisToSskSvRXKYQAsTo,/BuVZdgYJvMVpQIfoqsEZajYCXHrwFia+/aCzTZ,cjbGKTWuuooPNvppa+gwuTmYjqVYPCPoclQbovj,vXnKALcovhV/GzsyIVzioWYpZdbKfGPJkFTOXWO,wzmlRQxwSmCTf+nIegeXtHZhZeQdZu+SMtWgxIg,20,EVU,Dipl.-Ing.,Anna,Müller,Kirchweg,,58515,Lüdenscheid,,
onwZhRYaGRWyANPUQCzEwDf/lOWUzfWX/hQPFrV,/BuVZdgYJvMVpQIfoqsEZajYCXHrwFia+/aCzTZ,cjbGKTWuuooPNvppa+gwuTmYjqVYPCPoclQbovj,vXnKALcovhV/GzsyIVzioWYpZdbKfGPJkFTOXWO,wzmlRQxwSmCTf+nIegeXtHZhZeQdZu+SMtWgxIg,20,EVU,Dipl.-Ing.,Anna,Müller,Kirchweg,,58515,Lüdenscheid,,
TDZag+FACuqBexDkeQXHGCdqQFz/SWoeHSmYaoZ,NMkGAefWtUZTCcdiZQTcROVH/DOVJZNIQtt/RDc,hGuLvsKOUFpXahGtwPblfvWZWxMqTSUUMOHQOJn,uwwLTlnEzmpyW+KRNUsARiccMVhUTBONdXeXxzW,cDSfZXxAiUrUVOUBhQGtaK/MsapgNSVwiIXWORT,5,KSA,Prof.,Anna,Meyer,Bergstraße,20,58515,Lüdenscheid,,anna.meyer@example.com
UNRQOPWQNTHfoI/xRoBVEYf/ReHGkJgCNNAPhfZ,NMkGAefWtUZTCcdiZQTcROVH/DOVJZNIQtt/RDc,hGuLvsKOUFpXahGtwPblfvWZWxMqTSUUMOHQOJn,uwwLTlnEzmpyW+KRNUsARiccMVhUTBONdXeXxzW,cDSfZXxAiUrUVOUBhQGtaK/MsapgNSVwiIXWORT,5,KSA,Prof.,Anna,Meyer,Bergstraße,20,58515,Lüdenscheid,,anna.meyer@example.com
dsuutiVMIjQZWLZskQqJRXgocoWouXSgamVSqdv,NMkGAefWtUZTCcdiZQTcROVH/DOVJZNIQtt/RDc,hGuLvsKOUFpXahGtwPblfvWZWxMqTSUUMOHQOJn,uwwLTlnEzmpyW+KRNUsARiccMVhUTBONdXeXxzW,cDSfZXxAiUrUVOUBhQGtaK/MsapgNSVwiIXWORT,5,KSA,Prof.,Anna,Meyer,Bergstraße,20,58515,Lüdenscheid,,anna.meyer@example.com
pEoXpLVHMQOZVSmfaRiRfoZZlPYJQGQtjKWNEJS,NMkGAefWtUZTCcdiZQTcROVH/DOVJZNIQtt/RDc,hGuLvsKOUFpXahGtwPblfvWZWxMqTSUUMOHQOJn,uwwLTlnEzmpyW+KRNUsARiccMVhUTBONdXeXxzW,cDSfZXxAiUrUVOUBhQGtaK/MsapgNSVwiIXWORT,5,KSA,Prof.,Anna,Meyer,Bergstraße,20,58515,Lüdenscheid,,anna.meyer@example.com
HecfXPMYefZUpnEzZfXYunZQUVtnWymXgPgPUPO,YZFRyjSwuYvQRnBQYOsMNWRCeRxZUGVypUXTzJC,NpRhHuCQp+ygfWuT/QcJTKDNICYB/PNlxAtChPV,TaYMRKmiKCVEyHkCWMTOSfYzpQI+mMsJYboSCxw,gpoTZIWURTeRBJrRboIdma/CjYTFJoYnbzWikTq,9,EVU,Dipl.-Ing.,Sabine,Fischer,Hauptstraße,,58513,Lüdenscheid,,
KPPTORkFYzIBKsarWSTpDrhKWRUFTnCWzMxocQj,YZFRyjSwuYvQRnBQYOsMNWRCeRxZUGVypUXTzJC,NpRhHuCQp+ygfWuT/QcJTKDNICYB/PNlxAtChPV,TaYMRKmiKCVEyHkCWMTOSfYzpQI+mMsJYboSCxw,gpoTZIWURTeRBJrRboIdma/CjYTFJoYnbzWikTq,9,EVU,Dipl.-Ing.,Sabine,Fischer,Hauptstraße,,58513,Lüdenscheid,,
PnCqVPzRyoBIFdUVOqOt/znuHqCUo+zyKJDSUY+,YZFRyjSwuYvQRnBQYOsMNWRCeRxZUGVypUXTzJC,NpRhHuCQp+ygfWuT/QcJTKDNICYB/PNlxAtChPV,TaYMRKmiKCVEyHkCWMTOSfYzpQI+mMsJYboSCxw,gpoTZIWURTeRBJrRboIdma/CjYTFJoYnbzWikTq,9,EVU,Dipl.-Ing.,Sabine,Fischer,Hauptstraße,,58513,Lüdenscheid,,
ZlqVapeElbJsCVYwFfveyQKZXHiuURUglCmBSJC,YZFRyjSwuYvQRnBQYOsMNWRCeRxZUGVypUXTzJC,NpRhHuCQp+ygfWuT/QcJTKDNICYB/PNlxAtChPV,TaYMRKmiKCVEyHkCWMTOSfYzpQI+mMsJYboSCxw,gpoTZIWURTeRBJrRboIdma/CjYTFJoYnbzWikTq,9,EVU,Dipl.-Ing.,Sabine,Fischer,Hauptstraße,,58513,Lüdenscheid,,
CiPhFaxGgnolbsy+GZZFJMugTicCMYhYmDSMWcO,RLVZEJyFYpbygptXRtXAQGeuZeHTbWVEdldOSZc,SFzJExyTSWTWGHzMomZJmmhbOB+hbeiNTVMNnnQ,qvWXlMrPGxcgGTUTcGmUkWEtoNIFYtZWUYQWpNy,mzIMQcrMcWUxVxgmrFTJSuujZe/iDUVmgBaERgC,18,EVU,Dipl.-Ing.,Thomas,Meyer,Bahnhofstraße,3b,58809,Neuenrade,Neuenrade,thomas.meyer@example.com
UbGnPAOYrzzcMWDNHbCzTzsXXCYOjqvjDdrYRVP,RLVZEJyFYpbygptXRtXAQGeuZeHTbWVEdldOSZc,SFzJExyTSWTWGHzMomZJmmhbOB+hbeiNTVMNnnQ,qvWXlMrPGxcgGTUTcGmUkWEtoNIFYtZWUYQWpNy,mzIMQcrMcWUxVxgmrFTJSuujZe/iDUVmgBaERgC,18,EVU,Dipl.-Ing.,Thomas,Meyer,Bahnhofstraße,3b,58809,Neuenrade,Neuenrade,thomas.meyer@example.com
rZIwwtjITSXUgyTDoMbkWzscdJvNoGG+zOkdiSU,RLVZEJyFYpbygptXRtXAQGeuZeHTbWVEdldOSZc,SFzJExyTSWTWGHzMomZJmmhbOB+hbeiNTVMNnnQ,qvWXlMrPGxcgGTUTcGmUkWEtoNIFYtZWUYQWpNy,mzIMQcrMcWUxVxgmrFTJSuujZe/iDUVmgBaERgC,18,EVU,Dipl.-Ing.,Thomas,Meyer,Bahnhofstraße,3b,58809,Neuenrade,Neuenrade,thomas.meyer@example.com
tUvaOG+oIKQruwXTUvssaCBZUEgKG/oRBhWHhTv,RLVZEJyFYpbygptXRtXAQGeuZeHTbWVEdldOSZc,SFzJExyTSWTWGHzMomZJmmhbOB+hbeiNTVMNnnQ,qvWXlMrPGxcgGTUTcGmUkWEtoNIFYtZWUYQWpNy,mzIMQcrMcWUxVxgmrFTJSuujZe/iDUVmgBaERgC,18,EVU,Dipl.-Ing.,Thomas,Meyer,Bahnhofstraße,3b,58809,Neuenrade,Neuenrade,thomas.meyer@example.com
DZqAL+ubpCZNlYyKvkerMeHiA/XyTQUqYwPuEMg,VmSwWXydluyRdUfdXGupBbTQGJjYoKVYJZRp+ST,IYId/kzipQCsISdUQpanWXZQNZckhfDURJKWVgD,le/Tf+QovI/SwEtBk+XSJOpaXKapmr+Rj+/sXYR,iHpTNquiJ/T+RYVrBDTNzTSwn+IRRULPFQjmxBD,4,EVU,Prof.,Julia,Schmidt,Kirchweg,12c,58089,Hagen,Vorhalle,julia.schmidt@example.com
XSRSzZjyVRxUEMwznKgFXbUXRkZgtlXRRXJjoWc,VmSwWXydluyRdUfdXGupBbTQGJjYoKVYJZRp+ST,IYId/kzipQCsISdUQpanWXZQNZckhfDURJKWVgD,le/Tf+QovI/SwEtBk+XSJOpaXKapmr+Rj+/sXYR,iHpTNquiJ/T+RYVrBDTNzTSwn+IRRULPFQjmxBD,4,EVU,Prof.,Julia,Schmidt,Kirchweg,12c,58089,Hagen,Vorhalle,julia.schmidt@example.com
wRpsiZkIUTYvZZivUZFMeRtyU+COpIWL/LOXrNB,VmSwWXydluyRdUfdXGupBbTQGJjYoKVYJZRp+ST,IYId/kzipQCsISdUQpanWXZQNZckhfDURJKWVgD,le/Tf+QovI/SwEtBk+XSJOpaXKapmr+Rj+/sXYR,iHpTNquiJ/T+RYVrBDTNzTSwn+IRRULPFQjmxBD,4,EVU,Prof.,Julia,Schmidt,Kirchweg,12c,58089,Hagen,Vorhalle,julia.schmidt@example.com
xaWyyXWVxyYGZWqnSYdaCgNUxCEdR/WXpWQJMQU,VmSwWXydluyRdUfdXGupBbTQGJjYoKVYJZRp+ST,IYId/kzipQCsISdUQpanWXZQNZckhfDURJKWVgD,le/Tf+QovI/SwEtBk+XSJOpaXKapmr+Rj+/sXYR,iHpTNquiJ/T+RYVrBDTNzTSwn+IRRULPFQjmxBD,4,EVU,Prof.,Julia,Schmidt,Kirchweg,12c,58089,Hagen,Vorhalle,julia.schmidt@example.com
AotSZZHZmavGiTREZqRyUizLeTvZCPCBHZEmZqi,XxSOcZIkHTqXsnaEXFWzjWfWLlQjXYcMMMiRXwj,OJdqPDbpagvZTJZLGowvLSBVYXOiev+CuSRUUhe,QEzRWahUbR/Xkn/SCaIVCZWRvStkRFRjQYZWcWq,it+VJaNRxJyERSSJLXcck+xcrHqSDx+cWEMbi+V,6,EVU,Dipl.-Ing.,Julia,Fischer,Hauptstraße,,58507,Lüdenscheid,,
r/jWUeVzyzUQOwSBkHV+QwQoFsAZIyPZLRpMpmT,XxSOcZIkHTqXsnaEXFWzjWfWLlQjXYcMMMiRXwj,OJdqPDbpagvZTJZLGowvLSBVYXOiev+CuSRUUhe,QEzRWahUbR/Xkn/SCaIVCZWRvStkRFRjQYZWcWq,it+VJaNRxJyERSSJLXcck+xcrHqSDx+cWEMbi+V,6,EVU,Dipl.-Ing.,Julia,Fischer,Hauptstraße,,58507,Lüdenscheid,,
GkxiJfpFpkJDVIHfIhRYE+qVDrZQXkbDdSyiuUQ,mZWbdWVYAdUcSmpBTYUwsxQGDSKOpmlIZgLULqv,xnXlImRYIKWYSVFRluULhlpELlqtIxcRxdbSUrO,VRv+SVKWnHHHYkI/vlLXXCVoYSji+gXWeGbHXNW,hwtwcFlexfnhBgpJRiDX+cUZdcRJCiRVLgUus/V,1,EVU,Prof.,Thomas,Schulz,Bergstraße,,58089,Hagen,Vorhalle,
VVCehMIaeUeYLUWbfxYRxyAXCWsZBpaKTyFWYbY,mZWbdWVYAdUcSmpBTYUwsxQGDSKOpmlIZgLULqv,xnXlImRYIKWYSVFRluULhlpELlqtIxcRxdbSUrO,VRv+SVKWnHHHYkI/vlLXXCVoYSji+gXWeGbHXNW,hwtwcFlexfnhBgpJRiDX+cUZdcRJCiRVLgUus/V,1,EVU,Prof.,Thomas,Schulz,Bergstraße,,58089,Hagen,Vorhalle,
iQbgyrQ/ocCxxxXYSSqRALmPdfWQxGzUsHpPRYV,mZWbdWVYAdUcSmpBTYUwsxQGDSKOpmlIZgLULqv,xnXlImRYIKWYSVFRluULhlpELlqtIxcRxdbSUrO,VRv+SVKWnHHHYkI/vlLXXCVoYSji+gXWeGbHXNW,hwtwcFlexfnhBgpJRiDX+cUZdcRJCiRVLgUus/V,1,EVU,Prof.,Thomas,Schulz,Bergstraße,,58089,Hagen,Vorhalle,
tY+jTYyWSoFBiXUZBJZcFglvaIIxFfkcbaVyEOR,mZWbdWVYAdUcSmpBTYUwsxQGDSKOpmlIZgLULqv,xnXlImRYIKWYSVFRluULhlpELlqtIxcRxdbSUrO,VRv+SVKWnHHHYkI/vlLXXCVoYSji+gXWeGbHXNW,hwtwcFlexfnhBgpJRiDX+cUZdcRJCiRVLgUus/V,1,EVU,Prof.,Thomas,Schulz,Bergstraße,,58089,Hagen,Vorhalle,
OWiMuQdsYAdhiu/SXdmIzJhbgyAYvsngrWVhFbr,JCdKEYXTiOFTZWwUYVZwCMchhqyPqeehtXqZzJQ,MVXNYOZXwAwEskItRzOYyEsqm+RplTmIZUYAssQ,SVJSlTUddzYLVBTsQRVQr/UrYcbXhMRoRNmukKY,ZQPxDi/sZDzwVXASpNQgEwHYJCTXcInNIKH/yrh,14,EVU,Dr.,Michael,Hoffmann,Bergstraße,,58089,Hagen,Vorhalle,
UVaMYUx+ZVcctQXRhxMATfwDlfCVR/oEqWCnaiq,JCdKEYXTiOFTZWwUYVZwCMchhqyPqeehtXqZzJQ,MVXNYOZXwAwEskItRzOYyEsqm+RplTmIZUYAssQ,SVJSlTUddzYLVBTsQRVQr/UrYcbXhMRoRNmukKY,ZQPxDi/sZDzwVXASpNQgEwHYJCTXcInNIKH/yrh,14,EVU,Dr.,Michael,Hoffmann,Bergstraße,,58089,Hagen,Vorhalle,
UXWQDWunZWvxPzePtjbTQyxTNRKzbmQCGVlYX/x,JCdKEYXTiOFTZWwUYVZwCMchhqyPqeehtXqZzJQ,MVXNYOZXwAwEskItRzOYyEsqm+RplTmIZUYAssQ,SVJSlTUddzYLVBTsQRVQr/UrYcbXhMRoRNmukKY,ZQPxDi/sZDzwVXASpNQgEwHYJCTXcInNIKH/yrh,14,EVU,Dr.,Michael,Hoffmann,Bergstraße,,58089,Hagen,Vorhalle,
GWYGmTVxVy/ZJIyuLFPV+JKRUlXirOLhQNYfqIL,QofYqBSDPTYqgNvxSrL/ToiTYmWiiLY+SgDftRh,diQdUpWwtTAiPVORwDVUGQKSWcXBGBADLhTkGSs,qSDypVHQiAPQUNloMANTPzLtGOQsySWTxYtydln,YszQQIdfWVpfdiQWWFitTNSStLRSCAVqXRbIqvU,43,EVU,Dipl.-Ing.,Maria,Wagner,Lindenallee,,58762,Altena,Altena,
HRnPfZuYWeLqnYoeWSQguVUCtPNahwkQTtxrUmK,QofYqBSDPTYqgNvxSrL/ToiTYmWiiLY+SgDftRh,diQdUpWwtTAiPVORwDVUGQKSWcXBGBADLhTkGSs,qSDypVHQiAPQUNloMANTPzLtGOQsySWTxYtydln,YszQQIdfWVpfdiQWWFitTNSStLRSCAVqXRbIqvU,43,EVU,Dipl.-Ing.,Maria,Wagner,Lindenallee,,58762,Altena,Altena,
dxTIZLwEM/pUeVQtojEGQWADgAOivwY+URtyKtY,QofYqBSDPTYqgNvxSrL/ToiTYmWiiLY+SgDftRh,diQdUpWwtTAiPVORwDVUGQKSWcXBGBADLhTkGSs,qSDypVHQiAPQUNloMANTPzLtGOQsySWTxYtydln,YszQQIdfWVpfdiQWWFitTNSStLRSCAVqXRbIqvU,43,EVU,Dipl.-Ing.,Maria,Wagner,Lindenallee,,58762,Altena,Altena,
lEjZeeKUvWpbSVcViTZdyULgL+IWYZuUvomBSzr,QofYqBSDPTYqgNvxSrL/ToiTYmWiiLY+SgDftRh,diQdUpWwtTAiPVORwDVUGQKSWcXBGBADLhTkGSs,qSDypVHQiAPQUNloMANTPzLtGOQsySWTxYtydln,YszQQIdfWVpfdiQWWFitTNSStLRSCAVqXRbIqvU,43,EVU,Dipl.-Ing.,Maria,Wagner,Lindenallee,,58762,Altena,Altena,
FMbHP+nTcevGrZtjAvQvcXLRhE+ovVbKjQo+HhR,crUOtQGdBEnzhVYtkXRvWok/vUYw/NdQcvXkBZT,ilNmtGGYOPkiDMfzDtDkBGQyTiVnBJRgoZXUXQK,WLzJ+TNSGr/CQwQGxVrkYakJnPwUvsCLvUvCErZ,PVPTwvPBzZnYcBXCZvFezRWecFYExuKQkCDCRJp,8,EVU,Prof.,Thomas,Schulz,Hauptstraße,,58553,Halver,Halver,
HyRFwprUZLazzTTotV/pyQZxisAAvERAgKVLerY,crUOtQGdBEnzhVYtkXRvWok/vUYw/NdQcvXkBZT,ilNmtGGYOPkiDMfzDtDkBGQyTiVnBJRgoZXUXQK,WLzJ+TNSGr/CQwQGxVrkYakJnPwUvsCLvUvCErZ,PVPTwvPBzZnYcBXCZvFezRWecFYExuKQkCDCRJp,8,EVU,Prof.,Thomas,Schulz,Hauptstraße,,58553,Halver,Halver,
ixqPGIhVccXBJYWSWhgdPpYnylOMQJmdFF+UYFR,crUOtQGdBEnzhVYtkXRvWok/vUYw/NdQcvXkBZT,ilNmtGGYOPkiDMfzDtDkBGQyTiVnBJRgoZXUXQK,WLzJ+TNSGr/CQwQGxVrkYakJnPwUvsCLvUvCErZ,PVPTwvPBzZnYcBXCZvFezRWecFYExuKQkCDCRJp,8,EVU,Prof.,Thomas,Schulz,Hauptstraße,,58553,Halver,Halver,
ohiilhJMxjeFSCQmAky+JYjaRBCZrQqokwKqQaX,crUOtQGdBEnzhVYtkXRvWok/vUYw/NdQcvXkBZT,ilNmtGGYOPkiDMfzDtDkBGQyTiVnBJRgoZXUXQK,WLzJ+TNSGr/CQwQGxVrkYakJnPwUvsCLvUvCErZ,PVPTwvPBzZnYcBXCZvFezRWecFYExuKQkCDCRJp,8,EVU,Prof.,Thomas,Schulz,Hauptstraße,,58553,Halver,Halver,
HvYhCioWZCjRIN/wDVZnvedEYARpmlFKeRuKUZR,YZFRyjSwuYvQRnBQYOsMNWRCeRxZUGVypUXTzJC,YQTFVqVUE+AxSotgHccBcVfYrjJsQT+QEynDsDX,vXsxYqmTRCh+xUwZyuRBZZYnOgVIWWveyQVMkzS,HZbRVKmJEdQIsGEQBp+WWxTYVTTfEyBXeUMVJxU,9,EVU,Dipl.-Ing.,Peter,Wagner,Kirchweg,,58513,Lüdenscheid,,
X+NJNUGScIoJIxEYQfEaFzOPIvmUwV/T+pZBaJX,YZFRyjSwuYvQRnBQYOsMNWRCeRxZUGVypUXTzJC,YQTFVqVUE+AxSotgHccBcVfYrjJsQT+QEynDsDX,vXsxYqmTRCh+xUwZyuRBZZYnOgVIWWveyQVMkzS,HZbRVKmJEdQIsGEQBp+WWxTYVTTfEyBXeUMVJxU,9,EVU,Dipl.-Ing.,Peter,Wagner,Kirchweg,,58513,Lüdenscheid,,
bzerjjKSiLlfqPNdRzVUUcOkApXgtCgrljyWwWA,YZFRyjSwuYvQRnBQYOsMNWRCeRxZUGVypUXTzJC,YQTFVqVUE+AxSotgHccBcVfYrjJsQT+QEynDsDX,vXsxYqmTRCh+xUwZyuRBZZYnOgVIWWveyQVMkzS,HZbRVKmJEdQIsGEQBp+WWxTYVTTfEyBXeUMVJxU,9,EVU,Dipl.-Ing.,Peter,Wagner,Kirchweg,,58513,Lüdenscheid,,
nVDbdgNZZfEAAsri+GPVcXFrJTSsQmDDCYqcnZ/,YZFRyjSwuYvQRnBQYOsMNWRCeRxZUGVypUXTzJC,YQTFVqVUE+AxSotgHccBcVfYrjJsQT+QEynDsDX,vXsxYqmTRCh+xUwZyuRBZZYnOgVIWWveyQVMkzS,HZbRVKmJEdQIsGEQBp+WWxTYVTTfEyBXeUMVJxU,9,EVU,Dipl.-Ing.,Peter,Wagner,Kirchweg,,58513,Lüdenscheid,,
uTOTLVaaQ+fLbWVQoIGZJKzFtSsYWXEgSalbdXR,YZFRyjSwuYvQRnBQYOsMNWRCeRxZUGVypUXTzJC,YQTFVqVUE+AxSotgHccBcVfYrjJsQT+QEynDsDX,vXsxYqmTRCh+xUwZyuRBZZYnOgVIWWveyQVMkzS,HZbRVKmJEdQIsGEQBp+WWxTYVTTfEyBXeUMVJxU,9,EVU,Dipl.-Ing.,Peter,Wagner,Kirchweg,,58513,Lüdenscheid,,
